SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,SETTLE_PR,OPEN_INT,CHG_IN_OI,VOLUME,TRADE_DATE,UNDERLYING_PRICE,HIGH_PRICE,LOW_PRICE,OPEN_PRICE,CLOSE_PRICE,LAST_PRICE
FINNIFTY,28-10-2025,27300.0,PE,1252.65,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1134.2,0.0
FINNIFTY,28-10-2025,27500.0,PE,1379.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1247.1,0.0
FINNIFTY,28-10-2025,27900.0,PE,1650.85,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1490.5,0.0
FINNIFTY,28-08-2025,25450.0,CE,1022.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1440.75,0.0
FINNIFTY,28-08-2025,25750.0,CE,787.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1203.7,0.0
FINNIFTY,28-08-2025,26650.0,CE,133.55,17875,-195,464,14-08-2025,26333.45,151.0,120.7,126.0,133.55,124.5
FINNIFTY,28-08-2025,27100.0,CE,136.35,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,990.95,0.0
FINNIFTY,28-10-2025,28100.0,PE,1795.2,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1620.6,0.0
FINNIFTY,28-10-2025,27600.0,PE,1444.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1305.8,0.0
FINNIFTY,28-10-2025,27400.0,PE,1315.15,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1189.9,0.0
FINNIFTY,28-10-2025,24900.0,PE,258.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,251.9,0.0
FINNIFTY,28-10-2025,24000.0,PE,111.05,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,115.2,0.0
FINNIFTY,30-09-2025,29300.0,PE,2796.5,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2102.2,0.0
FINNIFTY,30-09-2025,28800.0,PE,2342.85,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1758.65,0.0
FINNIFTY,30-09-2025,26000.0,PE,465.05,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,442.4,0.0
FINNIFTY,30-09-2025,25200.0,PE,219.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,255.3,0.0
FINNIFTY,30-09-2025,24700.0,PE,125.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,173.5,0.0
FINNIFTY,30-09-2025,24300.0,PE,76.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,124.0,0.0
FINNIFTY,28-08-2025,23600.0,CE,2787.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,3381.5,0.0
FINNIFTY,28-08-2025,23800.0,CE,2588.75,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,3207.4,0.0
